"TIME","GEO","UNIT","CRIM","Value","Flag and Footnotes"
"2005","United States","Number","Robbery","417,438",""
"2005","United States","Number","Domestic burglary","2,155,448",""
"2005","United States","Number","Motor vehicle theft","1,235,859",""
"2005","United States","Number","Drug trafficking","29,005",""
"2005","Japan","Number","Total","2,269,293",""
"2005","Japan","Number","Homicide","1,392",""
"2005","Japan","Number","Violent crime","73,722",""
"2005","Japan","Number","Robbery","5,988",""
"2005","Japan","Number","Domestic burglary","244,776",""
"2005","Japan","Number","Motor vehicle theft","150,883",""
"2005","Japan","Number","Drug trafficking","3,993",""
"2005","Australia","Number","Total","899,781",""
"2005","Australia","Number","Homicide","301",""
"2005","Australia","Number","Violent crime","19,087",""
"2005","Australia","Number","Robbery","17,176",""
"2005","Australia","Number","Domestic burglary","185,563",""
"2005","Australia","Number","Motor vehicle theft","80,365",""
"2005","Australia","Number","Drug trafficking","14,613",""
"2005","New Zealand","Number","Total","407,496",""
"2005","New Zealand","Number","Homicide","61",""
"2005","New Zealand","Number","Violent crime","51,608",""
"2005","New Zealand","Number","Robbery","2,213",""
"2005","New Zealand","Number","Domestic burglary","38,021",""
"2005","New Zealand","Number","Motor vehicle theft","22,605",""
"2005","New Zealand","Number","Drug trafficking","2,597",""
"2006","Belgium","Number","Total","1,004,097",""
"2006","Belgium","Number","Homicide","220",""
"2006","Belgium","Number","Violent crime","113,674",""
"2006","Belgium","Number","Robbery","22,794",""
"2006","Belgium","Number","Domestic burglary","63,469",""
"2006","Belgium","Number","Motor vehicle theft","26,695",""
"2006","Belgium","Number","Drug trafficking","11,675",""
"2006","Bulgaria","Number","Total","136,410",""
"2006","Bulgaria","Number","Homicide","183",""
"2006","Bulgaria","Number","Violent crime","8,766",""
"2006","Bulgaria","Number","Robbery","2,875",""
"2006","Bulgaria","Number","Domestic burglary","23,460",""
"2006","Bulgaria","Number","Motor vehicle theft","640",""
"2006","Bulgaria","Number","Drug trafficking","2,824",""
"2006","Czech Republic","Number","Total","336,446",""
"2006","Czech Republic","Number","Homicide","130",""
"2006","Czech Republic","Number","Violent crime","19,454",""
"2006","Czech Republic","Number","Robbery","4,613",""
"2006","Czech Republic","Number","Domestic burglary","9,603",""
"2006","Czech Republic","Number","Motor vehicle theft","20,996",""
"2006","Czech Republic","Number","Drug trafficking","2,668",""
"2006","Denmark","Number","Total","425,093",""
"2006","Denmark","Number","Homicide","45",""
"2006","Denmark","Number","Violent crime","19,670",""
"2006","Denmark","Number","Robbery","5,048",""
"2006","Denmark","Number","Domestic burglary","31,204",""
"2006","Denmark","Number","Motor vehicle theft","25,183",""
"2006","Denmark","Number","Drug trafficking","2,917",""
"2006","Germany (until 1990 former territory of the FRG)","Number","Total","6,304,223",""
"2006","Germany (until 1990 former territory of the FRG)","Number","Homicide","808",""
"2006","Germany (until 1990 former territory of the FRG)","Number","Violent crime","215,471",""
"2006","Germany (until 1990 former territory of the FRG)","Number","Robbery","53,696",""
"2006","Germany (until 1990 former territory of the FRG)","Number","Domestic burglary","106,107",""
"2006","Germany (until 1990 former territory of the FRG)","Number","Motor vehicle theft","90,224",""
"2006","Germany (until 1990 former territory of the FRG)","Number","Drug trafficking","64,865",""
"2006","Estonia","Number","Total","51,834",""
"2006","Estonia","Number","Homicide","91",""
"2006","Estonia","Number","Violent crime","5,154",""
"2006","Estonia","Number","Robbery","1,005",""
"2006","Estonia","Number","Domestic burglary","3,928",""
"2006","Estonia","Number","Motor vehicle theft","1,239",""
"2006","Estonia","Number","Drug trafficking","981",""
"2006","Ireland","Number","Total","103,178",""
"2006","Ireland","Number","Homicide","70",""
"2006","Ireland","Number","Violent crime","9,920",""
"2006","Ireland","Number","Robbery","2,151",""
"2006","Ireland","Number","Domestic burglary","24,788",""
"2006","Ireland","Number","Motor vehicle theft","13,661",""
"2006","Ireland","Number","Drug trafficking","3,152",""
"2006","Greece","Number","Total","463,750",""
"2006","Greece","Number","Homicide","110",""
"2006","Greece","Number","Violent crime","10,427",""
"2006","Greece","Number","Robbery","2,463",""
"2006","Greece","Number","Domestic burglary","42,069",""
"2006","Greece","Number","Motor vehicle theft","20,216",""
"2006","Greece","Number","Drug trafficking","9,600",""
"2006","Spain","Number","Total","2,267,114",""
"2006","Spain","Number","Homicide","476",""
"2006","Spain","Number","Violent crime","114,205",""
"2006","Spain","Number","Robbery","90,591",""
"2006","Spain","Number","Domestic burglary","80,981",""
"2006","Spain","Number","Motor vehicle theft","117,663",""
"2006","Spain","Number","Drug trafficking","12,711",""
"2006","France","Number","Total","3,725,588",""
"2006","France","Number","Homicide","879",""
"2006","France","Number","Violent crime","326,065",""
"2006","France","Number","Robbery","127,190",""
"2006","France","Number","Domestic burglary","177,840",""
"2006","France","Number","Motor vehicle theft","243,153",""
"2006","France","Number","Drug trafficking","5,792",""
"2006","France (metropolitan)","Number","Total","3,725,588",""
"2006","France (metropolitan)","Number","Homicide","879",""
"2006","France (metropolitan)","Number","Violent crime","326,065",""
"2006","France (metropolitan)","Number","Robbery","127,190",""
"2006","France (metropolitan)","Number","Domestic burglary","177,840",""
"2006","France (metropolitan)","Number","Motor vehicle theft","243,153",""
"2006","France (metropolitan)","Number","Drug trafficking","5,792",""
"2006","Croatia","Number","Total","81,049",""
"2006","Croatia","Number","Homicide","75",""
"2006","Croatia","Number","Violent crime","13,235",""
"2006","Croatia","Number","Robbery","1,445",""
"2006","Croatia","Number","Domestic burglary","2,981",""
"2006","Croatia","Number","Motor vehicle theft","2,033",""
"2006","Croatia","Number","Drug trafficking","8,346",""
"2006","Italy","Number","Total","2,771,490",""
"2006","Italy","Number","Homicide","663",""
"2006","Italy","Number","Violent crime","145,209",""
"2006","Italy","Number","Robbery","71,762",""
"2006","Italy","Number","Domestic burglary","143,726",""
"2006","Italy","Number","Motor vehicle theft","280,167",""
"2006","Italy","Number","Drug trafficking","32,306",""
"2006","Cyprus","Number","Total","7,917",""
"2006","Cyprus","Number","Homicide","12",""
"2006","Cyprus","Number","Violent crime","319",""
"2006","Cyprus","Number","Robbery","66",""
"2006","Cyprus","Number","Domestic burglary","3,084",""
"2006","Cyprus","Number","Motor vehicle theft","1,780",""
"2006","Cyprus","Number","Drug trafficking","653",""
"2006","Latvia","Number","Total","62,328",""
"2006","Latvia","Number","Homicide","148",""
"2006","Latvia","Number","Violent crime","2,750",""
"2006","Latvia","Number","Robbery","2,248",""
"2006","Latvia","Number","Domestic burglary","4,624",""
"2006","Latvia","Number","Motor vehicle theft","2,168",""
"2006","Latvia","Number","Drug trafficking","997",""
"2006","Lithuania","Number","Total","75,474",""
"2006","Lithuania","Number","Homicide","302",""
"2006","Lithuania","Number","Violent crime","5,498",""
"2006","Lithuania","Number","Robbery","4,343",""
"2006","Lithuania","Number","Domestic burglary","6,637",""
"2006","Lithuania","Number","Motor vehicle theft","3,460",""
"2006","Lithuania","Number","Drug trafficking","704",""
"2006","Luxembourg","Number","Total","25,913",""
"2006","Luxembourg","Number","Homicide","9",""
"2006","Luxembourg","Number","Violent crime","2,471",""
"2006","Luxembourg","Number","Robbery","263",""
"2006","Luxembourg","Number","Domestic burglary","1,838",""
"2006","Luxembourg","Number","Motor vehicle theft","523",""
"2006","Luxembourg","Number","Drug trafficking","1,201",""
"2006","Hungary","Number","Total","425,941",""
"2006","Hungary","Number","Homicide","175",""
"2006","Hungary","Number","Violent crime","29,728",""
"2006","Hungary","Number","Robbery","2,709",""
"2006","Hungary","Number","Domestic burglary","16,856",""
"2006","Hungary","Number","Motor vehicle theft","10,058",""
"2006","Hungary","Number","Drug trafficking","6,740",""
"2006","Malta","Number","Total","16,527",""
"2006","Malta","Number","Homicide","0",""
"2006","Malta","Number","Violent crime","390",""
"2006","Malta","Number","Robbery","222",""
"2006","Malta","Number","Domestic burglary","856",""
"2006","Malta","Number","Motor vehicle theft","584",""
"2006","Malta","Number","Drug trafficking","123",""
"2006","Netherlands","Number","Total","1,304,325",""
"2006","Netherlands","Number","Homicide","128",""
"2006","Netherlands","Number","Violent crime","123,680",""
"2006","Netherlands","Number","Robbery","12,915",""
"2006","Netherlands","Number","Domestic burglary","93,185",""
"2006","Netherlands","Number","Motor vehicle theft","20,055",""
"2006","Netherlands","Number","Drug trafficking","20,000",""
"2006","Austria","Number","Total","589,495",""
"2006","Austria","Number","Homicide","60",""
"2006","Austria","Number","Violent crime","43,316",""
"2006","Austria","Number","Robbery","5,095",""
"2006","Austria","Number","Domestic burglary","18,945",""
"2006","Austria","Number","Motor vehicle theft","8,959",""
"2006","Austria","Number","Drug trafficking","2,377",""
"2006","Poland","Number","Total","1,287,918",""
"2006","Poland","Number","Homicide","490",""
"2006","Poland","Number","Violent crime","61,399",""
"2006","Poland","Number","Robbery","29,472",""
"2006","Poland","Number","Domestic burglary","46,610",""
"2006","Poland","Number","Motor vehicle theft","30,529",""
"2006","Poland","Number","Drug trafficking","3,220",""
"2006","Portugal","Number","Total","399,563",""
"2006","Portugal","Number","Homicide","155",""
"2006","Portugal","Number","Violent crime","24,157",""
"2006","Portugal","Number","Robbery","20,870",""
"2006","Portugal","Number","Domestic burglary","23,314",""
"2006","Portugal","Number","Motor vehicle theft","24,495",""
"2006","Portugal","Number","Drug trafficking","3,610",""
"2006","Romania","Number","Total","232,659",""
"2006","Romania","Number","Homicide","438",""
"2006","Romania","Number","Violent crime","7,240",""
"2006","Romania","Number","Robbery","4,078",""
"2006","Romania","Number","Domestic burglary","9,165",""
"2006","Romania","Number","Motor vehicle theft","1,266",""
"2006","Romania","Number","Drug trafficking","3,079",""
"2006","Slovenia","Number","Total","90,354",""
"2006","Slovenia","Number","Homicide","12",""
"2006","Slovenia","Number","Violent crime","3,069",""
"2006","Slovenia","Number","Robbery","525",""
"2006","Slovenia","Number","Domestic burglary","2,220",""
"2006","Slovenia","Number","Motor vehicle theft","852",""
"2006","Slovenia","Number","Drug trafficking","1,590",""
"2006","Slovakia","Number","Total","115,152",""
"2006","Slovakia","Number","Homicide","89",""
"2006","Slovakia","Number","Violent crime","11,584",""
"2006","Slovakia","Number","Robbery","1,594",""
"2006","Slovakia","Number","Domestic burglary","2,602",""
"2006","Slovakia","Number","Motor vehicle theft","5,525",""
"2006","Slovakia","Number","Drug trafficking","421",""
"2006","Finland","Number","Total","416,131",""
"2006","Finland","Number","Homicide","112",""
"2006","Finland","Number","Violent crime","38,037",""
"2006","Finland","Number","Robbery","1,700",""
"2006","Finland","Number","Domestic burglary","5,923",""
"2006","Finland","Number","Motor vehicle theft","15,276",""
"2006","Finland","Number","Drug trafficking","4,837",""
"2006","Sweden","Number","Total","1,224,958",""
"2006","Sweden","Number","Homicide","88",""
"2006","Sweden","Number","Violent crime","98,154",""
"2006","Sweden","Number","Robbery","8,584",""
"2006","Sweden","Number","Domestic burglary","15,005",""
"2006","Sweden","Number","Motor vehicle theft","51,639",""
"2006","Sweden","Number","Drug trafficking","6,449",""
"2006","England and Wales","Number","Total","5,427,558",""
"2006","England and Wales","Number","Homicide","758",""
"2006","England and Wales","Number","Violent crime","1,205,065",""
"2006","England and Wales","Number","Robbery","101,376",""
"2006","England and Wales","Number","Domestic burglary","292,260",""
"2006","England and Wales","Number","Motor vehicle theft","193,384",""
"2006","England and Wales","Number","Drug trafficking","26,550",""
"2006","Scotland","Number","Total","419,257",""
"2006","Scotland","Number","Homicide","122",""
"2006","Scotland","Number","Violent crime","27,618",""
"2006","Scotland","Number","Robbery","3,578",""
"2006","Scotland","Number","Domestic burglary","20,429",""
"2006","Scotland","Number","Motor vehicle theft","15,000",""
"2006","Scotland","Number","Drug trafficking","10,890",""
"2006","Northern Ireland (UK)","Number","Total","121,144",""
"2006","Northern Ireland (UK)","Number","Homicide","24",""
"2006","Northern Ireland (UK)","Number","Violent crime","35,623",""
"2006","Northern Ireland (UK)","Number","Robbery","1,574",""
"2006","Northern Ireland (UK)","Number","Domestic burglary","6,831",""
"2006","Northern Ireland (UK)","Number","Motor vehicle theft","3,418",""
"2006","Northern Ireland (UK)","Number","Drug trafficking","473",""
"2006","Iceland","Number","Total","13,483",""
"2006","Iceland","Number","Homicide","0",""
"2006","Iceland","Number","Violent crime",":",""
"2006","Iceland","Number","Robbery","50",""
"2006","Iceland","Number","Domestic burglary","2,365",""
"2006","Iceland","Number","Motor vehicle theft",":",""
"2006","Iceland","Number","Drug trafficking","92",""
"2006","Liechtenstein","Number","Total","1,189",""
"2006","Liechtenstein","Number","Homicide","0",""
"2006","Liechtenstein","Number","Violent crime","88",""
"2006","Liechtenstein","Number","Robbery","4",""
"2006","Liechtenstein","Number","Domestic burglary","120",""
"2006","Liechtenstein","Number","Motor vehicle theft","7",""
"2006","Liechtenstein","Number","Drug trafficking","285",""
"2006","Norway","Number","Total","277,016",""
"2006","Norway","Number","Homicide","33",""
"2006","Norway","Number","Violent crime","22,591",""
"2006","Norway","Number","Robbery","1,388",""
"2006","Norway","Number","Domestic burglary","7,268",""
"2006","Norway","Number","Motor vehicle theft","14,619",""
"2006","Norway","Number","Drug trafficking","19,156",""
"2006","Switzerland","Number","Total","335,157",""
"2006","Switzerland","Number","Homicide","60",""
"2006","Switzerland","Number","Violent crime","12,784",""
"2006","Switzerland","Number","Robbery","4,088",""
"2006","Switzerland","Number","Domestic burglary","56,706",""
"2006","Switzerland","Number","Motor vehicle theft",":",""
"2006","Switzerland","Number","Drug trafficking","6,296",""
"2006","Montenegro","Number","Total","9,564",""
"2006","Montenegro","Number","Homicide","25",""
"2006","Montenegro","Number","Violent crime","280",""
"2006","Montenegro","Number","Robbery","80",""
"2006","Montenegro","Number","Domestic burglary",":",""
"2006","Montenegro","Number","Motor vehicle theft","98",""
"2006","Montenegro","Number","Drug trafficking","438",""
"2006","Former Yugoslav Republic of Macedonia, the","Number","Total","22,024",""
"2006","Former Yugoslav Republic of Macedonia, the","Number","Homicide","45",""
"2006","Former Yugoslav Republic of Macedonia, the","Number","Violent crime","993",""
"2006","Former Yugoslav Republic of Macedonia, the","Number","Robbery","503",""
"2006","Former Yugoslav Republic of Macedonia, the","Number","Domestic burglary","1,367",""
"2006","Former Yugoslav Republic of Macedonia, the","Number","Motor vehicle theft","365",""
"2006","Former Yugoslav Republic of Macedonia, the","Number","Drug trafficking","315",""
"2006","Serbia","Number","Total","99,244",""
"2006","Serbia","Number","Homicide","160",""
"2006","Serbia","Number","Violent crime","28,864",""
"2006","Serbia","Number","Robbery","23,785",""
"2006","Serbia","Number","Domestic burglary","6,224",""
"2006","Serbia","Number","Motor vehicle theft","3,533",""
"2006","Serbia","Number","Drug trafficking","5,505",""
"2006","Turkey","Number","Total","975,118",""
"2006","Turkey","Number","Homicide","4,663",""
"2006","Turkey","Number","Violent crime","165,119",""
"2006","Turkey","Number","Robbery","21,609",""
"2006","Turkey","Number","Domestic burglary","90,150",""
"2006","Turkey","Number","Motor vehicle theft","33,201",""
"2006","Turkey","Number","Drug trafficking","14,647",""
"2006","Albania","Number","Total",":",""
"2006","Albania","Number","Homicide",":",""
"2006","Albania","Number","Violent crime",":",""
"2006","Albania","Number","Robbery",":",""
"2006","Albania","Number","Domestic burglary",":",""
"2006","Albania","Number","Motor vehicle theft",":",""
"2006","Albania","Number","Drug trafficking",":",""
"2006","Bosnia and Herzegovina","Number","Total",":",""
"2006","Bosnia and Herzegovina","Number","Homicide",":",""
"2006","Bosnia and Herzegovina","Number","Violent crime",":",""
"2006","Bosnia and Herzegovina","Number","Robbery",":",""
"2006","Bosnia and Herzegovina","Number","Domestic burglary",":",""
"2006","Bosnia and Herzegovina","Number","Motor vehicle theft",":",""
"2006","Bosnia and Herzegovina","Number","Drug trafficking",":",""
"2006","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Total",":",""
"2006","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Homicide",":",""
"2006","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Violent crime",":",""
"2006","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Robbery",":",""
"2006","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Domestic burglary",":",""
"2006","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Motor vehicle theft",":",""
"2006","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Drug trafficking",":",""
"2006","Russia","Number","Total",":",""
"2006","Russia","Number","Homicide",":",""
"2006","Russia","Number","Violent crime",":",""
"2006","Russia","Number","Robbery",":",""
"2006","Russia","Number","Domestic burglary",":",""
"2006","Russia","Number","Motor vehicle theft",":",""
"2006","Russia","Number","Drug trafficking",":",""
"2006","South Africa","Number","Total",":",""
"2006","South Africa","Number","Homicide","19,202",""
"2006","South Africa","Number","Violent crime","730,346",""
"2006","South Africa","Number","Robbery","197,714",""
"2006","South Africa","Number","Domestic burglary","249,665",""
"2006","South Africa","Number","Motor vehicle theft","86,928",""
"2006","South Africa","Number","Drug trafficking","104,689",""
"2006","Canada","Number","Total","2,462,641",""
"2006","Canada","Number","Homicide","606",""
"2006","Canada","Number","Violent crime","311,419",""
"2006","Canada","Number","Robbery",":",""
"2006","Canada","Number","Domestic burglary","147,230",""
"2006","Canada","Number","Motor vehicle theft","158,638",""
"2006","Canada","Number","Drug trafficking","96,164",""
"2006","United States","Number","Total","11,467,310",""
"2006","United States","Number","Homicide","17,318",""
"2006","United States","Number","Violent crime","1,435,951",""
"2006","United States","Number","Robbery","449,803",""
"2006","United States","Number","Domestic burglary","2,196,304",""
"2006","United States","Number","Motor vehicle theft","1,198,440",""
"2006","United States","Number","Drug trafficking","29,993",""
"2006","Japan","Number","Total","2,050,850",""
"2006","Japan","Number","Homicide","1,309",""
"2006","Japan","Number","Violent crime",":",""
"2006","Japan","Number","Robbery","5,108",""
"2006","Japan","Number","Domestic burglary",":",""
"2006","Japan","Number","Motor vehicle theft",":",""
"2006","Japan","Number","Drug trafficking","4,407",""
"2006","Australia","Number","Total","875,186",""
"2006","Australia","Number","Homicide","321",""
"2006","Australia","Number","Violent crime","19,110",""
"2006","Australia","Number","Robbery","17,375",""
"2006","Australia","Number","Domestic burglary","172,025",""
"2006","Australia","Number","Motor vehicle theft","75,377",""
"2006","Australia","Number","Drug trafficking","14,756",""
"2006","New Zealand","Number","Total","424,137",""
"2006","New Zealand","Number","Homicide","49",""
"2006","New Zealand","Number","Violent crime","54,258",""
"2006","New Zealand","Number","Robbery","2,801",""
"2006","New Zealand","Number","Domestic burglary","39,924",""
"2006","New Zealand","Number","Motor vehicle theft","23,390",""
"2006","New Zealand","Number","Drug trafficking","2,635",""
"2007","Belgium","Number","Total","1,016,441",""
"2007","Belgium","Number","Homicide","211",""
"2007","Belgium","Number","Violent crime","115,336",""
"2007","Belgium","Number","Robbery","21,156",""
"2007","Belgium","Number","Domestic burglary","62,814",""
"2007","Belgium","Number","Motor vehicle theft","24,850",""
"2007","Belgium","Number","Drug trafficking","12,468",""
"2007","Bulgaria","Number","Total","134,685",""
"2007","Bulgaria","Number","Homicide","169",""
"2007","Bulgaria","Number","Violent crime","8,696",""
"2007","Bulgaria","Number","Robbery","2,996",""
"2007","Bulgaria","Number","Domestic burglary","22,208",""
"2007","Bulgaria","Number","Motor vehicle theft","448",""
"2007","Bulgaria","Number","Drug trafficking","2,844",""
"2007","Czech Republic","Number","Total","357,391",""
"2007","Czech Republic","Number","Homicide","126",""
"2007","Czech Republic","Number","Violent crime","19,976",""
"2007","Czech Republic","Number","Robbery","4,668",""
"2007","Czech Republic","Number","Domestic burglary","9,163",""
"2007","Czech Republic","Number","Motor vehicle theft","20,329",""
"2007","Czech Republic","Number","Drug trafficking","2,639",""
"2007","Denmark","Number","Total","445,271",""
"2007","Denmark","Number","Homicide","76",""
"2007","Denmark","Number","Violent crime","20,673",""
"2007","Denmark","Number","Robbery","5,784",""
"2007","Denmark","Number","Domestic burglary","36,342",""
"2007","Denmark","Number","Motor vehicle theft","25,868",""
"2007","Denmark","Number","Drug trafficking","3,258",""
"2007","Germany (until 1990 former territory of the FRG)","Number","Total","6,284,661",""
"2007","Germany (until 1990 former territory of the FRG)","Number","Homicide","757",""
"2007","Germany (until 1990 former territory of the FRG)","Number","Violent crime","217,923",""
"2007","Germany (until 1990 former territory of the FRG)","Number","Robbery","52,949",""
"2007","Germany (until 1990 former territory of the FRG)","Number","Domestic burglary","109,128",""
"2007","Germany (until 1990 former territory of the FRG)","Number","Motor vehicle theft","92,628",""
"2007","Germany (until 1990 former territory of the FRG)","Number","Drug trafficking","64,093",""
"2007","Estonia","Number","Total","50,375",""
"2007","Estonia","Number","Homicide","93",""
"2007","Estonia","Number","Violent crime","5,834",""
"2007","Estonia","Number","Robbery","887",""
"2007","Estonia","Number","Domestic burglary","3,096",""
"2007","Estonia","Number","Motor vehicle theft","1,007",""
"2007","Estonia","Number","Drug trafficking","1,449",""
"2007","Ireland","Number","Total",":",""
"2007","Ireland","Number","Homicide","85",""
"2007","Ireland","Number","Violent crime","10,188",""
"2007","Ireland","Number","Robbery","2,277",""
"2007","Ireland","Number","Domestic burglary","23,603",""
"2007","Ireland","Number","Motor vehicle theft","13,531",""
"2007","Ireland","Number","Drug trafficking","3,817",""
"2007","Greece","Number","Total","423,422",""
"2007","Greece","Number","Homicide","128",""
"2007","Greece","Number","Violent crime","10,851",""
"2007","Greece","Number","Robbery","2,823",""
"2007","Greece","Number","Domestic burglary","49,886",""
"2007","Greece","Number","Motor vehicle theft","22,516",""
"2007","Greece","Number","Drug trafficking","9,271",""
"2007","Spain","Number","Total","2,309,859",""
"2007","Spain","Number","Homicide","482",""
"2007","Spain","Number","Violent crime","113,473",""
"2007","Spain","Number","Robbery","89,884",""
"2007","Spain","Number","Domestic burglary","72,723",""
"2007","Spain","Number","Motor vehicle theft","107,786",""
"2007","Spain","Number","Drug trafficking","14,098",""
"2007","France","Number","Total","3,589,293",""
"2007","France","Number","Homicide","826",""
"2007","France","Number","Violent crime","324,765",""
"2007","France","Number","Robbery","112,885",""
"2007","France","Number","Domestic burglary","165,780",""
"2007","France","Number","Motor vehicle theft","224,658",""
"2007","France","Number","Drug trafficking","5,797",""
"2007","France (metropolitan)","Number","Total","3,589,293",""
"2007","France (metropolitan)","Number","Homicide","826",""
"2007","France (metropolitan)","Number","Violent crime","324,765",""
"2007","France (metropolitan)","Number","Robbery","112,885",""
"2007","France (metropolitan)","Number","Domestic burglary","165,780",""
"2007","France (metropolitan)","Number","Motor vehicle theft","224,658",""
"2007","France (metropolitan)","Number","Drug trafficking","5,797",""
"2007","Croatia","Number","Total","75,857",""
"2007","Croatia","Number","Homicide","66",""
"2007","Croatia","Number","Violent crime","12,966",""
"2007","Croatia","Number","Robbery","1,272",""
"2007","Croatia","Number","Domestic burglary","3,094",""
"2007","Croatia","Number","Motor vehicle theft","2,069",""
"2007","Croatia","Number","Drug trafficking","7,952",""
"2007","Italy","Number","Total","2,933,146",""
"2007","Italy","Number","Homicide","685",""
"2007","Italy","Number","Violent crime","153,997",""
"2007","Italy","Number","Robbery","74,130",""
"2007","Italy","Number","Domestic burglary","169,367",""
"2007","Italy","Number","Motor vehicle theft","277,549",""
"2007","Italy","Number","Drug trafficking","34,439",""
"2007","Cyprus","Number","Total","7,556",""
"2007","Cyprus","Number","Homicide","11",""
"2007","Cyprus","Number","Violent crime","301",""
"2007","Cyprus","Number","Robbery","69",""
"2007","Cyprus","Number","Domestic burglary","2,656",""
"2007","Cyprus","Number","Motor vehicle theft","2,025",""
"2007","Cyprus","Number","Drug trafficking","876",""
"2007","Latvia","Number","Total","55,620",""
"2007","Latvia","Number","Homicide","117",""
"2007","Latvia","Number","Violent crime","1,919",""
"2007","Latvia","Number","Robbery","1,468",""
"2007","Latvia","Number","Domestic burglary","3,654",""
"2007","Latvia","Number","Motor vehicle theft","1,729",""
"2007","Latvia","Number","Drug trafficking","1,434",""
"2007","Lithuania","Number","Total","67,990",""
"2007","Lithuania","Number","Homicide","284",""
"2007","Lithuania","Number","Violent crime","4,754",""
"2007","Lithuania","Number","Robbery","3,802",""
"2007","Lithuania","Number","Domestic burglary","5,516",""
"2007","Lithuania","Number","Motor vehicle theft","2,848",""
"2007","Lithuania","Number","Drug trafficking","765",""
"2007","Luxembourg","Number","Total","28,252",""
"2007","Luxembourg","Number","Homicide","7",""
"2007","Luxembourg","Number","Violent crime","3,233",""
"2007","Luxembourg","Number","Robbery","331",""
"2007","Luxembourg","Number","Domestic burglary","2,030",""
"2007","Luxembourg","Number","Motor vehicle theft","454",""
"2007","Luxembourg","Number","Drug trafficking","1,448",""
"2007","Hungary","Number","Total","426,914",""
"2007","Hungary","Number","Homicide","137",""
"2007","Hungary","Number","Violent crime","29,645",""
"2007","Hungary","Number","Robbery","3,119",""
"2007","Hungary","Number","Domestic burglary","17,415",""
"2007","Hungary","Number","Motor vehicle theft","15,017",""
"2007","Hungary","Number","Drug trafficking","4,676",""
"2007","Malta","Number","Total","15,005",""
"2007","Malta","Number","Homicide","4",""
"2007","Malta","Number","Violent crime","422",""
"2007","Malta","Number","Robbery","200",""
"2007","Malta","Number","Domestic burglary","735",""
"2007","Malta","Number","Motor vehicle theft","388",""
"2007","Malta","Number","Drug trafficking","149",""
"2007","Netherlands","Number","Total","1,292,820",""
"2007","Netherlands","Number","Homicide","143",""
"2007","Netherlands","Number","Violent crime","125,055",""
"2007","Netherlands","Number","Robbery","12,180",""
"2007","Netherlands","Number","Domestic burglary","87,355",""
"2007","Netherlands","Number","Motor vehicle theft","17,705",""
"2007","Netherlands","Number","Drug trafficking","19,465",""
"2007","Austria","Number","Total","594,240",""
"2007","Austria","Number","Homicide","45",""
"2007","Austria","Number","Violent crime","46,217",""
"2007","Austria","Number","Robbery","5,036",""
"2007","Austria","Number","Domestic burglary","20,040",""
"2007","Austria","Number","Motor vehicle theft","7,802",""
"2007","Austria","Number","Drug trafficking","2,473",""
"2007","Poland","Number","Total","1,152,993",""
"2007","Poland","Number","Homicide","525",""
"2007","Poland","Number","Violent crime","54,629",""
"2007","Poland","Number","Robbery","22,766",""
"2007","Poland","Number","Domestic burglary","37,644",""
"2007","Poland","Number","Motor vehicle theft","21,284",""
"2007","Poland","Number","Drug trafficking","3,926",""
"2007","Portugal","Number","Total","398,575",""
"2007","Portugal","Number","Homicide","185",""
"2007","Portugal","Number","Violent crime","21,734",""
"2007","Portugal","Number","Robbery","18,427",""
"2007","Portugal","Number","Domestic burglary","22,324",""
"2007","Portugal","Number","Motor vehicle theft","23,957",""
"2007","Portugal","Number","Drug trafficking","3,265",""
"2007","Romania","Number","Total","281,457",""
"2007","Romania","Number","Homicide","416",""
"2007","Romania","Number","Violent crime","5,580",""
"2007","Romania","Number","Robbery","2,496",""
"2007","Romania","Number","Domestic burglary","10,829",""
"2007","Romania","Number","Motor vehicle theft","1,817",""
"2007","Romania","Number","Drug trafficking","2,796",""
"2007","Slovenia","Number","Total","88,197",""
"2007","Slovenia","Number","Homicide","24",""
"2007","Slovenia","Number","Violent crime","3,087",""
"2007","Slovenia","Number","Robbery","450",""
"2007","Slovenia","Number","Domestic burglary","2,282",""
"2007","Slovenia","Number","Motor vehicle theft","839",""
"2007","Slovenia","Number","Drug trafficking","1,429",""
"2007","Slovakia","Number","Total","110,802",""
"2007","Slovakia","Number","Homicide","89",""
"2007","Slovakia","Number","Violent crime","10,274",""
"2007","Slovakia","Number","Robbery","1,429",""
"2007","Slovakia","Number","Domestic burglary","2,437",""
"2007","Slovakia","Number","Motor vehicle theft","4,719",""
"2007","Slovakia","Number","Drug trafficking","503",""
"2007","Finland","Number","Total","435,824",""
"2007","Finland","Number","Homicide","128",""
"2007","Finland","Number","Violent crime","41,664",""
"2007","Finland","Number","Robbery","1,784",""
"2007","Finland","Number","Domestic burglary","6,532",""
"2007","Finland","Number","Motor vehicle theft","14,827",""
"2007","Finland","Number","Drug trafficking","5,115",""
"2007","Sweden","Number","Total","1,306,324",""
